// key	ITEM_NAME_	ITEM_DESCRIPTION_
11000048	질서의_샤마시 퍼펫	정의의 동물 토끼를 본 따 만든 샤마시 퍼펫.
11000049	교언의_베리트 퍼펫	경박한 사제의 모습을 따라 만든 퍼펫.
11000050	수호의_레전드 퍼펫	주군을 향한 충성심이 깃들어 있는 레전드 퍼펫.
11000051	희생하는_잔다르크 퍼펫	악마에게 좋은 소식을 전해준다는 잔다르크 퍼펫.
11000052	핸디맨_프타 퍼펫	핸디맨의 큰 스패너로 만든 퍼펫.
11000053	끊어진_테미스 퍼펫	수녀복 코스프레를 한 테미스 퍼펫.
11000054	독설가_파리스 퍼펫	비평가 파리스가 인증한 파리스 퍼펫.
11000055	조미의_고가 퍼펫	고가의 정성으로 만든 퍼펫.
11000056	열혈_베스타 퍼펫	두려움 따위는 없는 베스타 퍼펫.
11000057	마법사_메데이아 퍼펫	메데이아 퍼펫. 말하는 인형은 아니다.
11000058	찬란한_아폴론 퍼펫	정렬의 댄서 아폴론의 모습을 따라 만든 퍼펫.
11000059	구도자_엘리어스 퍼펫	엘리어스의 철학을 담은 퍼펫.
11000060	창조된_바포메 퍼펫	미래적이고 창조적인 바포메 퍼펫.
11000061	순정_살마키스 퍼펫	장난감 가게에서도 살 수 없는 살마키스 퍼펫.
11000062	명장_게니우스 퍼펫	시대의 음악가 게니우스를 기리기 위해 만든 퍼펫.
11000063	전사_발키리 퍼펫	진정한 전사라면 꼭 장착해야 하는 발키리 퍼펫.
11000064	꿈꾸는_히프노스 퍼펫	히프노스의 환상의 세계에서 가져온 퍼펫.
11000065	검은밤_메데아 퍼펫	마녀의 사바트에서 가장 핫한 퍼펫.
11000066	포박하는_크라토스 퍼펫	탈옥한 것이 분명한 크라토스 퍼펫. 발견 즉시 신고 바랍니다. 
11000067	파괴의_세크메트 퍼펫	전사 세크메트 퍼펫.
11000068	뜨거운_파이로 퍼펫	화끈한 남자 파이로가 항상 지니고 다니는 퍼펫.
11000069	뜨거운_포이닉스 퍼펫	따라 하지 마! 이건 포이닉스님의 시그니쳐 퍼펫이라고!
11000070	상상하는_헤카테 퍼펫	헤카테의 상상 속에서 만들어진 퍼펫.
11000071	이웃의_처용 퍼펫	달리는 차일드 처용의 모습을 따라 만든 퍼펫.
11000072	_유다 퍼펫	진정한 남자의 모습을 닮은 유다 퍼펫.
11000073	밤의_티아마트 퍼펫	무자비한 폭군 티아마트의 모습을 따라 만든 퍼펫.
11000074	소생의_불카누스 퍼펫	클래식한 도련님의 마음을 사로잡은 불카누스 퍼펫.
11000075	청음의_아레투사 퍼펫	풀잎의 정령 아레투사의 모습을 따라 만든 퍼펫.
11000076	광란의_바알 퍼펫	뭐든지 부서질 때까지 때려주는 바알 퍼펫.
11000077	기쁜_에우로스 퍼펫	한 사람만을 위해 준비한 에우로스 퍼펫.
11000078	신기루_모르가나 퍼펫	눈앞에 다가와 신기루처럼 사라지는 모르가나 퍼펫.
11000079	돌격_아탈란테 퍼펫	아탈란테의 뿅망치를 들고 있는 퍼펫.
11000080	화원의_이둔 퍼펫	달콤한 사과를 든 이둔 퍼펫.
11000081	달리는_세스헤트 퍼펫	명탐정 세스헤트의 조수 역할을 맡은 퍼펫.
11000082	심연의_타르타로스 퍼펫	심연에서 강림한 타르타로스 퍼펫.
11000083	질주의_아트로포스 퍼펫	징크스를 물리치는 행운의 아트로포스 퍼펫.
11000084	만월_야나 퍼펫	중2병 소녀의 상상으로 만들어진 야나 퍼펫.
11000085	저주의_스쿨드 퍼펫	운명의 저주가 봉인된 스쿨드 퍼펫.
11000086	하급님프_레우케 퍼펫	레우케 퍼펫. 스트레스 해소용으로  회사원들 사이에서 유행이다. 
11000087	검사_프리가 퍼펫	검사 프리가의 투혼을 담은 퍼펫.
11000088	병사_헥토르 퍼펫	내구성이 뛰어난 헥토르 퍼펫.
11000089	꿈의_아르테미스 퍼펫	요조숙녀 아르테미스의 모습을 따라 만든 퍼펫.
11000090	꼬마_코라 퍼펫	인형술사 코라가 직접 만든 퍼펫.
11000091	위험한_포르투나 퍼펫	도박사 포르투나의 모습을 따라 만든 승부 전용 퍼펫.
11000092	나태의_마야우엘 퍼펫	슈퍼 천재 미소년의 모습을 따라 만든 퍼펫.
11000093	기쁜_오로라 퍼펫	파괴소녀 오로라의 모습을 따라 만든 퍼펫.
11000094	성공한_레다 퍼펫	레다 공주님의 모습을 따라 만든 신상 퍼펫.
11000095	밤의_셀레네 퍼펫	달의 여신 셀레네의 모습을 따라 만든 퍼펫.
11000096	떠돌이_소녀탐정 퍼펫	악마를 쫓는 소녀탐정의 모습을 따라 만든 퍼펫. 
11000097	새벽녘_페르세포네 퍼펫	페르세포네의 교섭을 도와주는 단정한 모습의 퍼펫.
11000098	성난_모리유 퍼펫	모리유의 여성스러움을 극대화 해 본 퍼펫.
11000099	연모하는_네반 퍼펫	독을 가득 품은 네반 퍼펫.
11000100	역습_티시포네 퍼펫	위험한 매력을 가진 티시포네 퍼펫.
11000101	향기의_에우로페 퍼펫	만개한 꽃을 닮은 에우로페 퍼펫.
11000102	내심의_프리지아 퍼펫	편지와 함께 전해주고픈 프리지아 퍼펫.
11000103	피어난_에라토 퍼펫	장미향이 은은하게 배어있는 에라토 퍼펫.
11000104	도전자_암브로시아 퍼펫	암브로시아의 요리를 가장 좋아하는 퍼펫.
11000105	미래의_유이 퍼펫	뭐든지 다 해주는 든든한 유이 퍼펫.
11000106	탐색하는_펜릴 퍼펫	사막을 탐색하는 펜릴의 모습을 따라 만든 퍼펫.
11000107	힘내는_키리누스 퍼펫	퍼펫은 키리누스의 친구.
11000108	노련한_칼카스 퍼펫	장착하면 왠지 운이 좋아지는 것 같은 칼카스 퍼펫.
11000109	전장의_네이드 퍼펫	전투 의지를 올려주는 네이드 퍼펫.
11000110	지루한_멜포메네 퍼펫	멜포메네 퍼펫. 장착하면 목청이 트인다.
11000111	슬픔의_소네트 퍼펫	비통한 음악 연주를 즐기는 소네트 퍼펫.
11000112	성실한_야가 퍼펫	마녀를 따라다니는 야가 퍼펫.
11000113	들판의_플로라 퍼펫	들꽃 향이 배어있는 플로라 퍼펫.
11000114	밤의_뮤즈 퍼펫	기타를 연주하는 뮤즈 퍼펫.
11000115	화원의_포모나 퍼펫	꽃잎 속에 숨겨 두었던 포모나 퍼펫.
11000116	혼잣말_아모르 퍼펫	사랑을 가져다주는 아모르 퍼펫.
11000117	엄격한_토트 퍼펫	단정한 토트의 모습을 따라 만든 퍼펫.
11000118	상냥한_사라 퍼펫	어수룩한 안드로이드인 사라 퍼펫.
11000119	속박의_이슈타르 퍼펫	자신을 옭아맨 이슈타르 퍼펫.
11000120	응원단_탈리아 퍼펫	퍼펫들의 치어리더 탈리아 퍼펫.
11000121	유랑아_엘리시온 퍼펫	수영복을 입은 엘리시온 퍼펫. 분실 위험이 있으니 주의하자.
11000122	거울의_빅트릭스 퍼펫	아무도 없는 골목길에서 빅트릭스 퍼펫을 발견했다. 과연 행운일까?
11000123	새벽의_단두대 퍼펫	단두대의 집행을 도와주는 퍼펫.
11000124	구속구_레이디 퍼펫	광기의 레이디를 닮은 퍼펫. 봉인해제하기 전 조심할 것.
11000125	드림_할로윈 퍼펫	할로윈의 악몽으로 만든 퍼펫.
11000126	결투의_아가멤논 퍼펫	싸울 준비가 끝난 아가멤논 퍼펫.
11000127	독선적인_아텐 퍼펫	표정을 알 수 없는 아텐 퍼펫.
11000128	집념의_플린스 퍼펫	가죽 패션을 좋아하는 플린스 퍼펫.
11000129	결전의_티타니아 퍼펫	반짝반짝 빛나는 티타니아 퍼펫.
11000130	어릿광대_이난나 퍼펫	대악당 이난나의 모습을 따라 만든 퍼펫.
11000131	여름의_헤베 퍼펫	달콤한 애프리코트의 향이 느껴지는 헤베 퍼펫.
11000132	빛나는_유나 퍼펫	따듯한 유나의 마음을 담은 유나 퍼펫.
11000133	만용의_헤르모드 퍼펫	뒷골목에서 발견된 헤르모드 퍼펫.
11000134	흉내내는_이시스 퍼펫	국민 여동생 이시스가 직접 만든 퍼펫.
11000135	소공녀_키벨레 퍼펫	야수를 길들이는 소공녀 키벨레 퍼펫.
11000136	침묵의_젤로스 퍼펫	의미심장한 미소를 띤 젤로스 퍼펫.
11000137	이계의_멀린 퍼펫	마법사 멀린 퍼펫을 획득했다. 
11000138	황홀한_엘도라도 퍼펫	황금 99%의 엘도라도 퍼펫.
11000139	불청객_루돌프 퍼펫	루돌프의 자루 속에서 발견한 루돌프 퍼펫.
11000140	페이크_해트트릭 퍼펫	약점이 어딘지 알려주는 친절한 해트트릭 퍼펫.
11000141	환상_다프네 퍼펫	머나먼 이상향에서 날아온 다프네 퍼펫.
11000142	전광_아르게스 퍼펫	실수로 젖어버린 아르게스 퍼펫.
11000143	투지_헤라클레스 퍼펫	고대의 전사 모습을 따라 만든 헤라클레스 퍼펫.
11000144	일촉즉발_다누 퍼펫	유아독존 여전사 모습을 따라 만든 다누 퍼펫.
11000145	밤의축제_티폰 퍼펫	할로윈 분위기에 맞춰 직접 제작한 퍼펫.
11000146	노래하는_바스트 퍼펫	희미한 고양이의 기억을 더듬어 만든 바스트 퍼펫.
11000147	꿈꾸는_언노운 퍼펫	꿈에서 깨어나고 싶어 만든 언노운 퍼펫.
11000148	경애의_피에타스 퍼펫	메이드복으로 갖춰입은 프로 해결사 피에타스 퍼펫.
11000149	블로킹_트리스탄 퍼펫	트리스탄과 함께 벌크업된 트리스탄 퍼펫.
11000150	방관자_오디세우스 퍼펫	오디세우스의 고된 업무를 위로해주는 퍼펫.
11000151	수호관_앙크 퍼펫	절대 부서지지 않는 단단한 앙크 퍼펫.
11000152	사일런트_페어리 퍼펫	크리스마스에 악몽을 선사해 줄 페어리 퍼펫.
11000153	사일런트_레드노즈 퍼펫	세상에서 제일 빠른 썰매를 끄는 레드노즈 퍼펫.
11000154	질주하는_마르스 퍼펫	눈먼 폭주기관차 마르스의 모습을 따라 만든 퍼펫.
11000155	낭비한_에르메스 퍼펫	에르메스의 최고급 에디션 퍼펫.
11000156	긍지의_헤라 퍼펫	아직은 꼬마 인 헤라의 애착 퍼펫.
11000157	겉도는_판테온 퍼펫	츄리닝과 삼선을 좋아하는 판테온 퍼펫.
11000158	노래하는_아리아 퍼펫	우리의 영원한 아이돌 아리아의 모습을 따라 만든 퍼펫.
11000159	흑염의_헤스티아 퍼펫	불꽃 요정 헤스티아의 모습을 따라 만든 퍼펫.
11000160	망설이는_메티스 퍼펫	말이 필요없는 메티스 퍼펫.
11000161	_란페이 퍼펫	할렘가에서 암암리에 거래된다는 란페이 퍼펫.
11000162	퇴마사_니르티 퍼펫	니르티의 심상을 본떠 빚은 니르티 퍼펫.
11000163	무명의_세이렌 퍼펫	팬들을 위해 세이렌이 직접 만든 세이렌 퍼펫.
11000164	미지의_타나토스 퍼펫	죽음과 멸망의 색으로 만든 타나토스 퍼펫.
11000165	순수_시링크스 퍼펫	친절하지만 악마에게는 단호한 시링크스 퍼펫.
11000166	사나운_바스테트 퍼펫	고양이가 아닌 바스테트의 모습을 따라 만든 퍼펫.
11000167	망설이는_루살카 퍼펫	물속에서 자유로운 루살카의 모습을 따라 만든 퍼펫.
11000168	모험가_에포나 퍼펫	용감한 개척자 에포나의 모습을 따라 만든 퍼펫.
11000169	지배자_에르제베트 퍼펫	귀부인 에르제베트의 모습을 따라 만든 퍼펫.
11000170	수면의_나이아스 퍼펫	방수 처리된 수중용 나이아스 퍼펫.
11000171	작은_디나시 퍼펫	제멋대로 사는 꼬마 차일드 디나시 모습을 따라 만든 퍼펫.
11000172	_A.I 퍼펫	리포터 A.I의 분신인 수다쟁이 퍼펫.
11000173	파수꾼_레드크로스 퍼펫	기사의 품격을 담은 레드크로스 퍼펫.
11000174	설교하는_다나 퍼펫	여신 다나의 모습을 따라 만든 퍼펫. 아무나 가질 수 없다.
11000175	서쪽의_아우로라 퍼펫	샛별처럼 청초하게 빛나는 아우로라 퍼펫.
11000176	흰날개_디아블로 퍼펫	여섯개의 눈을 가진 디아블로 퍼펫.
11000177	끓는_하데스 퍼펫	다 타고 머리와 날개밖에 안 남은 하데스 퍼펫.
11000178	악인_아바돈 퍼펫	전투머신 아바돈의 모습을 따라 만든 퍼펫.
11000179	푸른_월아 퍼펫	밤의 보호색으로 위장한 월아 퍼펫. 
11000180	큐브_모아 퍼펫	굴러다니는 큐브 퍼펫들을 모아 만든 퍼펫.
11000181	여유의_미다스 퍼펫	파티에 잘 어울리는 미다스 퍼펫.
11000182	달밤의_워울프 퍼펫	은밀한 늑대의 그림자같은 워울프 퍼펫.
11000183	망각의_이미르 퍼펫	차가운 빙판으로 만든 이미르 퍼펫.
11000184	정의의_마프데트 퍼펫	경찰은 우리의 이웃. 민중의 지팡이 마프데트 퍼펫.
11000185	소식통_브라우니 퍼펫	브라우니에게 정보를 얻어다주는 브라우니 퍼펫.  
11000186	하모니_메브 퍼펫	할로윈 아이돌의 사랑스러운 퍼펫.
11000187	기만의_크람푸스 퍼펫	크리스마스 선물로 받은 크람푸스 퍼펫.
11000188	사막의_호루스 퍼펫	작열하는 태양도 두렵지 않은 호루스 퍼펫.
11000189	환영_듀랜달 퍼펫	듀랜달 퍼펫. 인형에게서도 기품이 느껴진다.
11000190	자애의_레드퀸 퍼펫	세상을 붉게 물들이려는 레드퀸 퍼펫.
11000191	염원하는_바리 퍼펫	운명을 점치는 바리 퍼펫.
11000192	환생_버들도령 퍼펫	버들도령의 푸른 도포로 만든 퍼펫.
11000193	레이지본_드미테르 퍼펫	드미테르의 분노를 삭여주는 귀여운 퍼펫.
11000194	미혹된_마아트 퍼펫	광신도의 비뚤어진 신앙심이 깃든 마아트 퍼펫.
11000195	_프레이 퍼펫	망사 티셔츠가 잘 어울리는 프레이 퍼펫.
11000196	군림하는_메두사 퍼펫	메두사의 품격을 담은 퍼펫.
11000197	금단_이브 퍼펫	이브 퍼펫. 내비게이션 기능이 있으면 좋으련만...
11000198	양지의_상아 퍼펫	봄날을 추억하는 상아 퍼펫.
11000199	야망의_맘몬 퍼펫	최대한 화려하게 장식한 맘몬 퍼펫.
11000200	시험하는_주피터 퍼펫	신사의 필수품인 귀여운 퍼펫.
11000201	윤회_클레오파트라 퍼펫	호루스의 취향을 담아 만든 클레오파트라 퍼펫.
11000202	불세출_자청비 퍼펫	고전식 화포를 든 자청비 퍼펫.
11000203	할로윈스타_메브 퍼펫	메브의 전성기 시절 팬이 만들어준 퍼펫.
11000206	환술사_알릴 퍼펫	알릴의 할로윈 장식용 퍼펫.
11000207	영광의_미리나 퍼펫	미리나의 귀여움이 가득 담긴 퍼펫이다.
11000208	맹종_루인 퍼펫	귀여운 실루엣이 포인트인 루인 퍼펫.
11000209	레이디_바토리 퍼펫	바토리의 동반자들이 만들었다는 퍼펫.\재현도가 대단하다.
11000210	세례자_리타 퍼펫	퍼펫들만의 천국을 만들려 하는 리타 퍼펫.\같이 있는 뱀도 퍼펫이라고 한다.
11000211	냉소의_티르빙 퍼펫	퍼펫 티르빙의 마카롱 전용 나이프.
11000212	위선자_바벨 퍼펫	귀여운 퍼펫 속에 감추어진 검은 솜뭉치.
11000213	아이돌_새턴 퍼펫	새턴의 데뷔 기념으로 만들어진 한정판 퍼펫.\노래가 나오는 기능이 있다.
11000214	노력가_넵튠 퍼펫	넵튠의 데뷔 기념으로 만들어진 한정판 퍼펫.\천사 날개 파츠 포함.
11000215	스테이지의_마스 퍼펫	마스의 데뷔 기념으로 만들어진 한정판 퍼펫.\달콤한 향기가 난다.
11000216	종횡무진_비너스 퍼펫	비너스의 데뷔 기념으로 만들어진 한정판 퍼펫.\뿔이 포인트이다.
11000217	홀리_니콜 퍼펫	니콜의 자루에 들어있던 퍼펫.\퍼펫의 자루에는 더 작은 퍼펫이 들어 있을까?
2010011	캐주얼 티셔츠	옷 한가운데에 SOLD OUT이라고 쓰여 있다.
2010012	캐주얼 티셔츠	옷 한가운데에 SOLD OUT이라고 쓰여 있다.
2010013	캐주얼 티셔츠	옷 한가운데에 SOLD OUT이라고 쓰여 있다.
2010014	캐주얼 티셔츠	옷 한가운데에 SOLD OUT이라고 쓰여 있다.
2010015	캐주얼 티셔츠	옷 한가운데에 SOLD OUT이라고 쓰여 있다.
2010021	알로하 셔츠	남국의 꽃들이 만개한 독특한 프린팅의 셔츠.\입을 때 용기가 조금 필요하다.
2010022	알로하 셔츠	남국의 꽃들이 만개한 독특한 프린팅의 셔츠.\입을 때 용기가 조금 필요하다.
2010023	알로하 셔츠	남국의 꽃들이 만개한 독특한 프린팅의 셔츠.\입을 때 용기가 조금 필요하다.
2010024	알로하 셔츠	남국의 꽃들이 만개한 독특한 프린팅의 셔츠.\입을 때 용기가 조금 필요하다.
2010025	알로하 셔츠	남국의 꽃들이 만개한 독특한 프린팅의 셔츠.\입을 때 용기가 조금 필요하다.
2010031	아버지 난닝구	낡고 추레한 아버지의 런닝셔츠.\회색빛의 탁한 느낌이 상쾌하지 않다.
2010032	아버지 난닝구	낡고 추레한 아버지의 런닝셔츠.\회색빛의 탁한 느낌이 상쾌하지 않다.
2010033	아버지 난닝구	낡고 추레한 아버지의 런닝셔츠.\회색빛의 탁한 느낌이 상쾌하지 않다.
2010034	아버지 난닝구	낡고 추레한 아버지의 런닝셔츠.\회색빛의 탁한 느낌이 상쾌하지 않다.
2010035	아버지 난닝구	낡고 추레한 아버지의 런닝셔츠.\회색빛의 탁한 느낌이 상쾌하지 않다.
2020041	복고풍 청조끼	이것을 입고 소개팅에 나가면 거절 당하기 좋다.
2020042	복고풍 청조끼	이것을 입고 소개팅에 나가면 거절 당하기 좋다.
2020043	복고풍 청조끼	이것을 입고 소개팅에 나가면 거절 당하기 좋다.
2020044	복고풍 청조끼	이것을 입고 소개팅에 나가면 거절 당하기 좋다.
2020045	복고풍 청조끼	이것을 입고 소개팅에 나가면 거절 당하기 좋다.
2020051	할머니의 머플러	한국의 장인 할머니가 한 땀 한 땀 수놓은 털실 머플러.\할머니에게도 불타는 소녀심이 남아있음을 알 수 있다.
2020052	할머니의 머플러	한국의 장인 할머니가 한 땀 한 땀 수놓은 털실 머플러.\할머니에게도 불타는 소녀심이 남아있음을 알 수 있다.
2020053	할머니의 머플러	한국의 장인 할머니가 한 땀 한 땀 수놓은 털실 머플러.\할머니에게도 불타는 소녀심이 남아있음을 알 수 있다.
2020054	할머니의 머플러	한국의 장인 할머니가 한 땀 한 땀 수놓은 털실 머플러.\할머니에게도 불타는 소녀심이 남아있음을 알 수 있다.
2020055	할머니의 머플러	한국의 장인 할머니가 한 땀 한 땀 수놓은 털실 머플러.\할머니에게도 불타는 소녀심이 남아있음을 알 수 있다.
2020061	수면바지	부드러운 수면으로 만들어진 바지.\입었다고 딱히 잠이 잘 오지는 않는다.
2020062	수면바지	부드러운 수면으로 만들어진 바지.\입었다고 딱히 잠이 잘 오지는 않는다.
2020063	수면바지	부드러운 수면으로 만들어진 바지.\입었다고 딱히 잠이 잘 오지는 않는다.
2020064	수면바지	부드러운 수면으로 만들어진 바지.\입었다고 딱히 잠이 잘 오지는 않는다.
2020065	수면바지	부드러운 수면으로 만들어진 바지.\입었다고 딱히 잠이 잘 오지는 않는다.
2020071	트레이닝복	누가 입어도 본인의 품격을 한단계 떨어뜨리는 흔한 트레이닝 복.\입고 마트에 가면 어울린다.
2020072	트레이닝복	누가 입어도 본인의 품격을 한단계 떨어뜨리는 흔한 트레이닝 복.\입고 마트에 가면 어울린다.
2020073	트레이닝복	누가 입어도 본인의 품격을 한단계 떨어뜨리는 흔한 트레이닝 복.\입고 마트에 가면 어울린다.
2020074	트레이닝복	누가 입어도 본인의 품격을 한단계 떨어뜨리는 흔한 트레이닝 복.\입고 마트에 가면 어울린다.
2020075	트레이닝복	누가 입어도 본인의 품격을 한단계 떨어뜨리는 흔한 트레이닝 복.\입고 마트에 가면 어울린다.
2030081	챔피언 팬츠	허벅지 중간까지 내려오는 복서용 팬츠.\상의와 함께 입으면 풍미가 사라진다.
2030082	챔피언 팬츠	허벅지 중간까지 내려오는 복서용 팬츠.\상의와 함께 입으면 풍미가 사라진다.
2030083	챔피언 팬츠	허벅지 중간까지 내려오는 복서용 팬츠.\상의와 함께 입으면 풍미가 사라진다.
2030084	챔피언 팬츠	허벅지 중간까지 내려오는 복서용 팬츠.\상의와 함께 입으면 풍미가 사라진다.
2030085	챔피언 팬츠	허벅지 중간까지 내려오는 복서용 팬츠.\상의와 함께 입으면 풍미가 사라진다.
2030091	카모플라쥬	군인용 위장복이다.\착용 후 풀숲에 들어가면 풍미가 상당하다. 
2030092	카모플라쥬	군인용 위장복이다.\착용 후 풀숲에 들어가면 풍미가 상당하다. 
2030093	카모플라쥬	군인용 위장복이다.\착용 후 풀숲에 들어가면 풍미가 상당하다. 
2030094	카모플라쥬	군인용 위장복이다.\착용 후 풀숲에 들어가면 풍미가 상당하다. 
2030095	카모플라쥬	군인용 위장복이다.\착용 후 풀숲에 들어가면 풍미가 상당하다. 
2030101	세일러복	여고생들이 착용하는 세일러 복.\언젠간 졸업해야 하는 옷이다.
2030102	세일러복	여고생들이 착용하는 세일러 복.\언젠간 졸업해야 하는 옷이다.
2030103	세일러복	여고생들이 착용하는 세일러 복.\언젠간 졸업해야 하는 옷이다.
2030104	세일러복	여고생들이 착용하는 세일러 복.\언젠간 졸업해야 하는 옷이다.
2030105	세일러복	여고생들이 착용하는 세일러 복.\언젠간 졸업해야 하는 옷이다.
2030111	베이비 돌	유아복과 비슷한 형태의 나이트 가운.\착용자의 수치심은 고려하지 않았다.
2030112	베이비 돌	유아복과 비슷한 형태의 나이트 가운.\착용자의 수치심은 고려하지 않았다.
2030113	베이비 돌	유아복과 비슷한 형태의 나이트 가운.\착용자의 수치심은 고려하지 않았다.
2030114	베이비 돌	유아복과 비슷한 형태의 나이트 가운.\착용자의 수치심은 고려하지 않았다.
2030115	베이비 돌	유아복과 비슷한 형태의 나이트 가운.\착용자의 수치심은 고려하지 않았다.
2030121	지옥의 유니폼	불가마 사우나라고 쓰여있다.\지옥에서 올라온 악마들에게 어울리는 멋진 의상.
2030122	지옥의 유니폼	불가마 사우나라고 쓰여있다.\지옥에서 올라온 악마들에게 어울리는 멋진 의상.
2030123	지옥의 유니폼	불가마 사우나라고 쓰여있다.\지옥에서 올라온 악마들에게 어울리는 멋진 의상.
2030124	지옥의 유니폼	불가마 사우나라고 쓰여있다.\지옥에서 올라온 악마들에게 어울리는 멋진 의상.
2030125	지옥의 유니폼	불가마 사우나라고 쓰여있다.\지옥에서 올라온 악마들에게 어울리는 멋진 의상.
2030131	챔피언 벨트	화려한 디자인의 챔피언 벨트.\강해진 것 같은 기분이다.
2030132	챔피언 벨트	화려한 디자인의 챔피언 벨트.\강해진 것 같은 기분이다.
2030133	챔피언 벨트	화려한 디자인의 챔피언 벨트.\강해진 것 같은 기분이다.
2030134	챔피언 벨트	화려한 디자인의 챔피언 벨트.\강해진 것 같은 기분이다.
2030135	챔피언 벨트	화려한 디자인의 챔피언 벨트.\강해진 것 같은 기분이다.
2040131	안면 보호대	검도에서 신체를 보호하기 위해 입는 장비 중 머리 부분이다.
2040132	안면 보호대	검도에서 신체를 보호하기 위해 입는 장비 중 머리 부분이다.
2040133	안면 보호대	검도에서 신체를 보호하기 위해 입는 장비 중 머리 부분이다.
2040134	안면 보호대	검도에서 신체를 보호하기 위해 입는 장비 중 머리 부분이다.
2040135	안면 보호대	검도에서 신체를 보호하기 위해 입는 장비 중 머리 부분이다.
2040141	임금님 망토	붉은 숄과 하얀 깃장식이 돋보이는 임금님 망토.\착한아이에게도 나쁜 아이에게도 옷은 보이지 않는다.
2040142	임금님 망토	붉은 숄과 하얀 깃장식이 돋보이는 임금님 망토.\착한아이에게도 나쁜 아이에게도 옷은 보이지 않는다.
2040143	임금님 망토	붉은 숄과 하얀 깃장식이 돋보이는 임금님 망토.\착한아이에게도 나쁜 아이에게도 옷은 보이지 않는다.
2040144	임금님 망토	붉은 숄과 하얀 깃장식이 돋보이는 임금님 망토.\착한아이에게도 나쁜 아이에게도 옷은 보이지 않는다.
2040145	임금님 망토	붉은 숄과 하얀 깃장식이 돋보이는 임금님 망토.\착한아이에게도 나쁜 아이에게도 옷은 보이지 않는다.
2040151	차이나 드레스	허리까지 트여있는 여성용 차이나 드레스.\수선이 어설퍼 기동성이 좋지 못하다.
2040152	차이나 드레스	허리까지 트여있는 여성용 차이나 드레스.\수선이 어설퍼 기동성이 좋지 못하다.
2040153	차이나 드레스	허리까지 트여있는 여성용 차이나 드레스.\수선이 어설퍼 기동성이 좋지 못하다.
2040154	차이나 드레스	허리까지 트여있는 여성용 차이나 드레스.\수선이 어설퍼 기동성이 좋지 못하다.
2040155	차이나 드레스	허리까지 트여있는 여성용 차이나 드레스.\수선이 어설퍼 기동성이 좋지 못하다.
2040161	밍크코트	잘 관리된 밍크 코트.\죄없이 죽어간 밍크의 원한이 느껴진다.
2040162	밍크코트	잘 관리된 밍크 코트.\죄없이 죽어간 밍크의 원한이 느껴진다.
2040163	밍크코트	잘 관리된 밍크 코트.\죄없이 죽어간 밍크의 원한이 느껴진다.
2040164	밍크코트	잘 관리된 밍크 코트.\죄없이 죽어간 밍크의 원한이 느껴진다.
2040165	밍크코트	잘 관리된 밍크 코트.\죄없이 죽어간 밍크의 원한이 느껴진다.
2040171	고승의 법의	덕망 높은 고승이 입었다는 신묘한 법의이다.\어쩌다 보니 악마의 손에 들어왔다.
2040172	고승의 법의	덕망 높은 고승이 입었다는 신묘한 법의이다.\어쩌다 보니 악마의 손에 들어왔다.
2040173	고승의 법의	덕망 높은 고승이 입었다는 신묘한 법의이다.\어쩌다 보니 악마의 손에 들어왔다.
2040174	고승의 법의	덕망 높은 고승이 입었다는 신묘한 법의이다.\어쩌다 보니 악마의 손에 들어왔다.
2040175	고승의 법의	덕망 높은 고승이 입었다는 신묘한 법의이다.\어쩌다 보니 악마의 손에 들어왔다.
2050181	발레복	실제 발레리나용 의상이다.\전체적인 실루엣이 백조를 연상시킨다.
2050182	발레복	실제 발레리나용 의상이다.\전체적인 실루엣이 백조를 연상시킨다.
2050183	발레복	실제 발레리나용 의상이다.\전체적인 실루엣이 백조를 연상시킨다.
2050184	발레복	실제 발레리나용 의상이다.\전체적인 실루엣이 백조를 연상시킨다.
2050185	발레복	실제 발레리나용 의상이다.\전체적인 실루엣이 백조를 연상시킨다.
2050191	웨딩 드레스	치열한 쟁탈전을 통해 획득하였다.\신부의 축복이 함께하리라!
2050192	웨딩 드레스	치열한 쟁탈전을 통해 획득하였다.\신부의 축복이 함께하리라!
2050193	웨딩 드레스	치열한 쟁탈전을 통해 획득하였다.\신부의 축복이 함께하리라!
2050194	웨딩 드레스	치열한 쟁탈전을 통해 획득하였다.\신부의 축복이 함께하리라!
2050195	웨딩 드레스	치열한 쟁탈전을 통해 획득하였다.\신부의 축복이 함께하리라!
2050201	비키니 수영복	상, 하의 셋트의 비키니 수영복.\더 강해질지는 의문이다.
2050202	비키니 수영복	상, 하의 셋트의 비키니 수영복.\더 강해질지는 의문이다.
2050203	비키니 수영복	상, 하의 셋트의 비키니 수영복.\더 강해질지는 의문이다.
2050204	비키니 수영복	상, 하의 셋트의 비키니 수영복.\더 강해질지는 의문이다.
2050205	비키니 수영복	상, 하의 셋트의 비키니 수영복.\더 강해질지는 의문이다.
2050211	잠수복	수중전을 고려하여 장만하면 좋은 잠수복.\겉보기엔 초라해도 체온유지 효과가 뛰어나다.
2050212	잠수복	수중전을 고려하여 장만하면 좋은 잠수복.\겉보기엔 초라해도 체온유지 효과가 뛰어나다.
2050213	잠수복	수중전을 고려하여 장만하면 좋은 잠수복.\겉보기엔 초라해도 체온유지 효과가 뛰어나다.
